gtin,varyant_barkod,baslik,marka,kategori,stok,teklif_sayisi,satilabilir,slug
4006000061351,,Nivea Roll-On Deep Beat Aktif Karbon Erkek 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Erkek Deodorant > Erkek Roll-On,123,1,t,nivea-roll-on-deep-beat-aktif-karbon-erkek-50-ml
8680512626992,,Nutraxin Folic Acid 400 mcg 100 Tablet,Nutraxin,Besin Takviyeleri > Takviye Edici Gıdalar > Folik Asit,123,2,t,nutraxin-folic-acid-100-tablet
8680512628217,,Nutraxin Vitals Omega-3 Ultra 2500 mg 30 Softgel,Nutraxin,Besin Takviyeleri > Takviye Edici Gıdalar > Omega 3 & Balık Yağı,123,3,t,nutraxin-omega-3-ultra-2500-mg-30-yumusak-kapsul
8690797102449,,Bebsi Pp Biberon 250ml 0-6 Karma Renk,Bebsi,Anne Bebek > Bebek Beslenme Ürünleri > Biberon,122,1,t,bebsi-pp-biberon-250ml-0-6-karma-renk
8699664602044,,Exxe Seffaf Film Yara Örtüsü 10x25 cm - Tekli,Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Pansuman Örtüleri,122,2,t,exxe-seffaf-film-yara-ortusu-10x25-cm-tekli
8699592810238,,Kurmed Fix Flaster 5cm x 5m,Kurmed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,122,2,t,kurmed-fix-flaster-5cm-x-5m
4005808406029,,Nivea Duş Jeli Creme Soft Kremsi Dokunuş 750 ml,Nivea,Kişisel Bakım > Duş & Banyo Ürünleri > Duş Jeli,121,1,t,nivea-dus-jeli-creme-soft-kremsi-dokunus-750-ml
8699080224974,,DS Plus Fix Esnek Flaster 10 m x 10 cm,DS Plus,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,120,2,t,ds-plus-fix-esnek-flaster-10-m-x-10-cm
8680133001482,,Lectus Metilkobalamin B12 Dilaltı Sprey 20 ml,Lectus,Besin Takviyeleri > Vitamin > Vitamin B12,120,3,t,lectus-b12-1000mg-20-ml
42439509,,Nivea Derma Control Clinical Stick Deodorant 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Kadın Deodorant > Kadın Parfüm,120,1,t,nivea-derma-control-clinical-stick-deodorant-50-ml
4005800098833,,Nivea Q10 Energy Sıkılaştırıcı Vücut Sütü 400 ml,Nivea,Cilt Bakım > Cilt ve İhtiyaç Tipi > Gözenek Sıkılaştırıcı,120,1,t,nivea-q10-energy-sikilastirici-vucut-sutu-400-ml
8699245890181,,Otifleks Kulak Tıkacı Çam Tipi Klasik - Small,Otifleks,Kişisel Bakım > Kulak & Burun Tıkacları,120,1,t,otifleks-kulak-tikaci-cam-tipi-klasik-small
8681166207933,,China Oel Çin Yağı 5 ml,China Oel,Besin Takviyeleri > Yağlar,119,1,t,china-oel-cin-yagi-5-ml
8680133002694,,Cognimore 60 Kapsül,Tab İlaç,Besin Takviyeleri > Takviye Edici Gıdalar > L-Teanin,119,3,t,cognimore-60-kapsul
8683229900614,,Venatura Biotin 5000 mcg 30 Tablet,VeNatura,Besin Takviyeleri > Takviye Edici Gıdalar > Saç ve Tırnak Sağlığı,119,2,t,venatura-biotin-5000-mcg-takviye-edici-gida-30-tablet
8699680510101,,Wellcare Vitamin B12 500 mcg Dil Altı Sprey 5 ml,Wellcare,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,119,2,t,wellcare-vitamin-b12-500mcg-5-ml-62-puff
8683249001100,,Sanitabant Standart Yara Bandı 20 Adet,Sanitabant,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Yara Bandı,118,1,t,sanitabant-standart-yara-bandi-20-adet
33984041394,,Solgar Rhodiola Root 60 Kapsül,Solgar,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,118,2,t,solgar-rhodiola-root-extract-60-bitkisel-kapsul
8680133000768,,Omepa DK2 Omega 3  Vitamin D  MENAQ7 100 Yumuşak Kapsül,Tab İlaç,Besin Takviyeleri > Takviye Edici Gıdalar > Omega 3 & Balık Yağı,118,3,t,omepa-dk2-omega-3-vitamin-d-ve-mk-7-100-kapsul
8683229900584,,Venatura Çinko 15 mg 60 Kapsül,VeNatura,Besin Takviyeleri > Mineral > Çinko,118,2,t,venatura-cinko-takviye-edici-gida-60-kapsul
8690797109066,,Wee Baby Kulak Çubuğu 200 Adet,Wee Baby,Kişisel Bakım > Duş & Banyo Ürünleri > Kulak Çubuğu,118,1,t,wee-baby-kulak-cubugu-200-adet
7640128140849,,New Life EFA-Pop 30 Kapsül,New Life,Besin Takviyeleri,117,3,t,new-life-efa-pop-30-kapsul-cignenebilir-balik-yagi
850081345237,,Ocean Cogniven 30+6 Kapsül - %20 Daha Fazla Etiketli,Ocean,Besin Takviyeleri > Vitamin > B Vitamini,117,3,t,ocean-cogniven-36-kapsul
8699592800048,,"Roll Plast Tıbbi Flaster 2,5 cm x 5 m",Roll,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,117,2,t,roll-plast-tibbi-flaster-25-cm-x-5-m
5052197057706,,Durex Klasik Prezervatif 10lu,Durex,Kişisel Bakım > Cinsel Sağlık,116,3,t,durex-klasik-prezervatif-10-adet
8681030030766,,Fortune İlaç Tablet Kesici,Fortune,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > İlaç Kutuları & Hap Takip Ürünleri,116,1,t,fortune-ilac-tablet-kesici
8697595877951,,Naturalnest Magnezyum Plus 90 Tablet,NaturalNest,Besin Takviyeleri > Mineral > Magnezyum,116,1,t,naturalnest-magnezyum-plus-90-tablet
8680645530715,,Nbt Life D3K2 1000 IU Damla 20 ml,Nbt Life,Besin Takviyeleri > Takviye Edici Gıdalar > Bağışıklık Sistemi,116,2,t,nbt-life-d3k2-damla-20-ml
8680807008359,,Voonka Vitamin D 90 Yumuşak Kapsül,Voonka,Besin Takviyeleri > Takviye Edici Gıdalar,115,2,t,voonka-vitamin-d-iceren-takviye-edici-gida-90-kapsul
8682241302871,,Voonka Vitamin D3+K2 Damla 25 ml,Voonka,Besin Takviyeleri > Vitamin > D3 ve K2 Vitamin,115,2,t,voonka-vitamin-d3k2-damla-25-ml
8680434325379,,Artımed Bone 25li,Artımed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Saç Bonesi,114,1,t,artimed-bone-25li
5052197058598,,Durex Prezervatif Extreme 10lu,Durex,Kişisel Bakım > Cinsel Sağlık > Prezervatif,114,2,t,durex-extreme-prezervatif-10lu
8699009540093,,"Exxe Plast Tıbbi Bez Flaster 5 m x 1,25 cm",Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,114,2,t,exxe-plast-tibbi-bez-flaster-5-m-x-125-cm
8680133000515,,Krilom Qh 30 Yumusak Kapsul,Tab İlaç,Besin Takviyeleri > Takviye Edici Gıdalar > Koenzim Q10,114,3,t,krilom-qh-30-kapsul
8680807008762,,Voonka Magnesium Citrate 200 mg 60 Kapsül,Voonka,Besin Takviyeleri > Mineral > Magnezyum,114,2,t,voonka-magnesium-citrate-60-kapsul
8699009540123,,Exxe Plast Tıbbi Bez Flaster 5 m x 10 cm,Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,113,2,t,exxe-plast-tibbi-bez-flaster-5-m-x-10-cm
8697432095593,,Nutraxin Bromelain 60 Kapsül,Nutraxin,Besin Takviyeleri > Takviye Edici Gıdalar > Bağışıklık Sistemi,113,2,t,nutraxin-bromelain-60-kapsul
8683249001148,,Sanitabant Esnek Yara Bandı 12li,Sanitabant,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Yara Bandı,113,1,t,sanitabant-esnek-yara-bandi-12li
8680131757930,,Venatura Sambu-C Karamürver Vitamin C ve Çinko İçerikli Solüsyon 150 ml,VeNatura,Besin Takviyeleri > Mineral > Çinko,113,2,t,venatura-sambu-c-kara-murver-ekstresi-takviye-edici-gida-150-ml
8680807008519,,Voonka Milk Thistle 60 Kapsül,Voonka,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,113,2,t,voonka-milk-thistle-complex-62-kapsul
5052197058024,,Durex Intense Prezervatif 10lu,Durex,Kişisel Bakım > Cinsel Sağlık > Prezervatif,112,2,t,durex-intense-prezervatif-10-adet
8681030030759,,Fortune Günlük İlaç Kutusu,Fortune,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > İlaç Kutuları & Hap Takip Ürünleri,112,1,t,fortune-gunluk-ilac-kutusu
7640128140955,,New Life EFA One 45 Softgel,New Life,Besin Takviyeleri > Takviye Edici Gıdalar > Omega 3 & Balık Yağı,112,3,t,new-life-efa-one-1200-mg-45-kapsul
8680512600084,,Nutraxin Vitamin C 500 mg 30 Çiğneme Tablet,Nutraxin,Besin Takviyeleri > Vitamin > C Vitamini,112,3,t,nutraxin-vitamin-c-500-mg-30-cigneme-tableti
8693283010013,,Kuteks Sargı Bezi 5 cm,Kuteks,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Pansuman Örtüleri,111,2,t,kuteks-sargi-bezi-5-cm
4005900871824,,Nivea Men Roll-On Cool Kick Fresh 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Erkek Deodorant > Erkek Roll-On,111,1,t,nivea-men-roll-on-cool-kick-fresh-50-ml
8680133000911,,Magnimore Plus 30 Tablet,Magnimore,Besin Takviyeleri > Mineral > Magnezyum,110,3,t,magnimore-plus-30-tablet
8680645531118,,Nbt Life Saflife 30 Kapsül,Nbt Life,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,110,2,t,nbt-life-saflife-30-kapsul
4006000252261,,Nivea Black White Authentic Kadın Stick Deodorant 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Kadın Deodorant > Kadın Roll-On,110,1,t,nivea-black-white-authentic-kadin-stick-deodorant-50-ml
8850956094026,,Okey Prezervatif Nirvana Hot 20li,Okey,Kişisel Bakım > Cinsel Sağlık > Prezervatif,110,3,t,okey-nirvana-hot-20-adet
3337875805025,,Vichy Homme Clinical Control Roll On 96H 50ml,Vichy,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Erkek Deodorant > Erkek Roll-On,110,1,t,vichy-homme-clinical-control-roll-on-96h-50ml
8699080228149,,DS PLUS ŞEFFAF SU GEÇİRMEZ PU YARA ÖRTÜSÜ 9CM X 10 CM 10 ADETLİ 1 PAKET,DS Plus,Sağlık Ve Medikal > Ortopedi Ürünleri > Sargı ve Sargı Bezi > Yara Örtüsü,109,1,t,ds-plus-seffaf-su-gecirmez-pu-yara-ortusu-9cm-x-10-cm-10-adetli-1-paket
7640128141198,,New Life Mena K2+D3 60 Kapsül,New Life,Besin Takviyeleri > Vitamin > D3 ve K2 Vitamin,109,3,t,new-life-mena-k2d3-60-kapsul
8683229600736,,Viaxi Glide Kayganlaştırıcı Jel Çikolotalı,Viaxi,Kişisel Bakım > Cinsel Sağlık > Kayganlaştırıcı Jel,109,2,t,viaxi-glide-kayganlastirici-jel-cikolatali-aromali-100-ml
8682241302253,,Voonka B12 Metilkobalamın Sprey  Damla 20 ml,Voonka,Besin Takviyeleri > Vitamin > Vitamin B12,109,2,t,voonka-vitamin-b12-metilkobalamin-sprey-damla-20-ml
8699664602068,,Exxe Şeffaf Film Yara Örtüsü 10x35 cm Tekli,Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Pansuman Örtüleri,108,2,t,exxe-seffaf-film-yara-ortusu-10x35-cm-tekli
8682022100016,,Luxor 181 Posturex Korse - One Size,Luxor,Sağlık Ve Medikal > Ortopedi Ürünleri > Korse,108,1,t,luxor-181-posturex-korse-one-size
4006000252322,,Nivea Black White Authentic Kadın Sprey Deodorant 150 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Kadın Deodorant > Kadın Roll-On,108,1,t,nivea-black-white-authentic-kadin-sprey-deodorant-150-ml
4006000184258,,Nivea Cellular Epigenetics Rejuvenating Yaşlanma Karşıtı Cilt Serumu Dolgunlaştırıcı Hyaluronik Asit 30 ml,Nivea,Cilt Bakım > Cilt ve İhtiyaç Tipi > Anti Age - Yaşlanma Karşıtı,108,1,t,nivea-cellular-epigenetics-rejuvenating-yaslanma-karsiti-cilt-serumu-dolgunlastirici-hyaluronik-asit-30-ml
4006000176802,,Nivea Kadın Roll-on Deodorant Derma Control Natural Tone 50ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Kadın Deodorant > Kadın Roll-On,108,1,t,nivea-kadin-roll-on-deodorant-derma-control-natural-tone-50ml
8690570555639,,Veet Professional Ağda Bandı Normal 12li,Veet,Kişisel Bakım,108,1,t,veet-professional-agda-bandi-normal-12li
8690712018435,,Zade Vital Iron Fe 30 Kapsül,Zade Vital,Besin Takviyeleri > Mineral > Demir,108,2,t,zade-vital-demir-ve-probiyotik-takviye-edici-gida-30-kapsul
5052197059809,,Durex Yok Ötesi xLarge 10lu,Durex,Kişisel Bakım > Cinsel Sağlık > Prezervatif,107,2,t,durex-yok-otesi-xl-prezervatif-10-adet
4006000252209,,Nivea Men Black White Epic Night Erkek Stick Deodorant 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Erkek Deodorant > Erkek Roll-On,107,1,t,nivea-men-black-white-epic-night-erkek-stick-deodorant-50-ml
8697595870761,,Ocean Omega 3 Portakallı Balık Yağı Şurubu 150 ml,Ocean,Besin Takviyeleri > Takviye Edici Gıdalar > Omega 3 & Balık Yağı,107,3,t,ocean-orange-portakal-aromali-balik-yagi-surup-150ml
33984032750,,Solgar Vitamin C 1000 mg 90 Tablet,Solgar,Besin Takviyeleri > Vitamin > C Vitamini,107,2,t,solgar-vitamin-c-1000-mg-90-tablet
8693283060391,,Alvita Süper Elastik Bandaj 6x150 cm,Alvita,Sağlık Ve Medikal > Ortopedi Ürünleri > Bandaj,106,2,t,alvita-super-elastik-bandaj-6x150-cm
8680434326567,,Artımed Gliserin Damlalıklı 35 gr,Artımed,Cilt Bakım > Cilt ve İhtiyaç Tipi > Anti Age - Yaşlanma Karşıtı,106,1,t,artimed-gliserin-damlalikli-35-gr
4006000237879,,Nivea Sun SPF50 Hassas Yatıştıran Nemlendirici Yüz Güneş Kremi 40 ml,Nivea,Cilt Bakım > Cilt ve İhtiyaç Tipi > Nemlendirme,106,1,t,nivea-sun-spf50-hassas-yatistiran-nemlendirici-yuz-gunes-kremi-40-ml
8680512634966,,Nutraxin Collagen Complex 1 2 3 5 10 Collagen Tip Aromasız Toz 330 gr,Nutraxin,Besin Takviyeleri > Kolajen > Kolajen Tip 1-3,106,2,t,nutraxin-collagen-complex-powder-330-gr
8697595870945,,Ocean Vitamin Mineral VM Şurup Portakal Konsantreli 150 ml,Ocean,Besin Takviyeleri > Mineral > Manganez,106,2,t,ocean-vm-vitamin-mineral-surup-portakal-aromali-150-ml
7391899856957,,Renu Advanced Çok Amaçlı Lens Solüsyonu 100 ml,RENU,Sağlık Ve Medikal,106,2,t,renu-advanced-lens-solusyonu-100-ml
33984009523,,Solgar Coenzyme Q-10 100 mg 60 Softgel,Solgar,Besin Takviyeleri > Takviye Edici Gıdalar > Koenzim Q10,106,2,t,solgar-coenzyme-q-10-100-mg-60-kapsul
8680434324167,,Artımed Dörtlü Silikon Kulak Koruyucu,Artımed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Göz & Burun & Kulak Damlaları,105,2,t,artimed-dortlu-silikon-kulak-koruyucu
8680645530982,,NBT Life Cleanlife 60 Kapsül,Nbt Life,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,105,2,t,nbt-life-cleanlife-60-kapsul
4006000176864,,Nivea Men Erkek Roll-On Deodorant Derma Control Defend 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Erkek Deodorant > Erkek Roll-On,105,1,t,nivea-men-erkek-roll-on-deodorant-derma-control-defend-50-ml
8684623000542,,OFF Sinekkovar Okaliptüs Vücut Losyonu 100 ml,Off,Ev & Yaşam > Cilt Sinek Kovucu,105,3,t,off-sinekkovar-okaliptus-vucut-losyonu-100-ml
4015672110342,,Omron Duobaby NE-C301-E Nazal Aspiratör Kompresörlü Nebulizatör,Omron,Anne Bebek > Bebek Bakım > Bebek Buhar Makinası,105,3,t,omron-duobaby-ne-c301-e-nazal-aspirator-kompresorlu-nebulizator
8680133002663,,Magnimore All Day 30 Tablet,Magnimore,Besin Takviyeleri > Mineral > Magnezyum,104,3,t,magnimore-all-day-30-tablet
3504105045616,,"Mustela Nourishing Stick with Cold Cream 9,2 gr",Mustela,Anne Bebek > Bebek Bakım > Bebek Kremi,104,1,t,mustela-nourishing-stick-with-cold-cream-92-gr
8680645530913,,NBT Life Cognilife 30 Kapsül,Nbt Life,Besin Takviyeleri,104,2,t,nbt-life-cognilife-30-kapsul
8699080224943,,"DS Plus Fix Esnek Flaster 5 m x 2,5 cm",DS Plus,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,103,2,t,ds-plus-fix-esnek-flaster-5-m-x-25-cm
8690530071858,,Detan Karıncakıran Kokusuz 325 ml,Detan,Sağlık Ve Medikal > Haşere Kovucular İnteksitit Ürünler,103,1,t,detan-karincakiran-kokusuz-325-ml
8680645530302,,Nbt Life Lifeguard 30 Kapsül,Nbt Life,Besin Takviyeleri > Mineral > Bakır,103,2,t,nbt-life-lifeguard-30-kapsul
8699680510118,,Wellcare Vitamin D3 400 IU 30 ml,Wellcare,Besin Takviyeleri > Vitamin > D3 ve K2 Vitamin,103,2,t,wellcare-vitamin-d3-400-iu-30ml
8682511022034,,Kuteks El Bilek Ateli Neopren - Başparmak Destekli Çift Taraflı,Kuteks,Sağlık Ve Medikal > Ortopedi Ürünleri > Bileklik,102,1,t,kuteks-el-bilek-ateli-neopren-basparmak-destekli-cift-tarafli
4006000176680,,Nivea Derma Control Defend Stick 50 ml,Nivea,Kişisel Bakım > Parfüm & Deodorant & Kozmetik > Kadın Deodorant > Kadın Roll-On,102,1,t,nivea-derma-control-defend-stick-50-ml
8684441140598,,Nuvite C Vitaminli Çikolata Aromalı 300 gr,Nuvite,Besin Takviyeleri > Vitamin > C Vitamini,102,1,t,nuvite-c-vitaminli-cikolata-aromali-300-gr
4015672111073,,Omron C101 Kompresörlü Nebulizatör,Omron,Anne Bebek > Bebek Bakım > Bebek Buhar Makinası,102,2,t,omron-ne-c101-e-kompresorlu-nebulizator
33984016804,,Solgar L-Lysine 500 mg 50 Kapsül,Solgar,Besin Takviyeleri > Takviye Edici Gıdalar > Amino Asitler,102,2,t,solgar-l-lysine-500-mg-50-kapsul
8690712027697,,Zade Vital Propomix Sprey 20 ml,Zade Vital,Besin Takviyeleri > Takviye Edici Gıdalar > Propolis & Arı Sütü,102,2,t,zade-vital-propomix-sprey-20-ml
8680434324020,,Artımed Elastik Bandaj 15x150 cm,Artımed,Sağlık Ve Medikal > Ortopedi Ürünleri > Bandaj,101,2,t,artimed-elastik-bandaj-15x150-cm
8680434326192,,Artımed Triflo Solunum Egzersiz Cihazı,Artımed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Solunum Destek Ürünleri,101,2,t,artimed-triflo-solunum-egzersiz-cihazi
6971066426384,,B-Good Mini Nebulizatör Cihazı,B-Good,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Nebulizatör,101,2,t,b-good-mini-nebulizator-cihazi
8680133002649,,Debin D3 K2 60 Yumuşak Kapsül,Tab İlaç,Besin Takviyeleri > Vitamin > D3 ve K2 Vitamin,101,3,t,debin-d3k2-vitamin-60-yumusak-kapsul
8680133002922,,Tabvitamins Passiflora Plus 30 Tablet,Tab İlaç,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,101,2,t,tabvitamins-passiflora-plus-30-tablet
8680807008496,,Voonka Biotin 90 Tablet,Voonka,Besin Takviyeleri > Vitamin > Biotin,101,2,t,voonka-biotin-icerikli-takviye-edici-gida-2500-mg-90-tablet
8699241771316,,Alvita Gliserin 30 gr,Alvita,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Göz & Burun & Kulak Damlaları,100,1,t,alvita-gliserin-30-gr
8690605081249,,Dalin Islak Cep Mendil 15 Adet - 3lü Avantaj Paket,Dalin,Anne Bebek > Bebek Bakım > Bebek Hijyen Ürünleri,100,1,t,dalin-islak-cep-mendil-15-adet-3lu-avantaj-paket
8699664602037,,Exxe Film Pedli 10x20 cm - Tekli,Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Medikal Sarf Ürünleri,100,2,t,exxe-film-pedli-10x20-cm-tekli
8699009540109,,"Exxe Plast Tıbbi Bez Flaster 5 m x 2,5 cm",Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,100,2,t,exxe-plast-tibbi-bez-flaster-5-m-x-25-cm
8680645530401,,Folidays 90 Kapsül,Nbt Life,Besin Takviyeleri > Takviye Edici Gıdalar > Folik Asit,100,2,t,nbt-life-folidays-90-kapsul
4015672113480,,Omron M3 Comfort AFib HEM-7196-FLE Otomatik Üst Kol Tansiyon Aleti,Omron,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Tansiyon Aleti,100,1,t,omron-m3-comfort-afib-hem-7196-fle-otomatik-ust-kol-tansiyon-aleti
8683229900805,,Venatura Kids Vitamin D3 Damla 20 ml,VeNatura,Besin Takviyeleri > Çocuklar İçin Gıda Takviyesi > Çocuklar İçin D Vitamini,100,2,t,venatura-kids-vitamin-d3-400-iu-takviye-edici-gida-20-ml
8683229900683,,Venatura Vitamin K2 Menakuinon 7 Takviye Edici Gıda 60 Kapsül,VeNatura,Besin Takviyeleri > Vitamin > K Vitamini,99,2,t,venatura-vitamin-k2-menakuinon-7-takviye-edici-gida-60-kapsul
8690712026287,,Zade Vital Passiflora 30 Kapsül,Zade Vital,Besin Takviyeleri > Takviye Edici Gıdalar > Bitkisel Ürünler,99,2,t,zade-vital-passiflora-ekstresi-iceren-takviye-edici-gida-30-bitkisel-kapsul
8682276814042,,Hanymish 404 Cam Mini Alıştırma Bardağı Seti,Hanymish,Anne Bebek > Bebek Beslenme Ürünleri > Biberon,98,1,t,hanymish-404-cam-mini-alistirma-bardagi-seti
8699592801038,,Roll İpek Flaster 5 cm x 5 m,Roll,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,98,3,t,roll-ipek-flaster-5-cm-x-5-m
8682241302888,,Voonka Propolis Pomegranate Sprey 20 ml,Voonka,Besin Takviyeleri > Takviye Edici Gıdalar > Propolis & Arı Sütü,98,2,t,voonka-propolis-pomegranate-sprey-20-ml
8682241302277,,Voonka Vitamin-C Portakal Aromalı Takviye Edici Gıda 60 Tablet,Voonka,Besin Takviyeleri > Vitamin > C Vitamini,98,2,t,voonka-vitamin-c-cigneme-tableti-500-mg-60-tablet
8690712027710,,Zade Vital Vitamin D3K2 1000 IU Damla 20 ml,Zade Vital,Besin Takviyeleri > Vitamin > D3 ve K2 Vitamin,98,2,t,zade-vital-d3k2keten-tohumu-yagi-damla-20-ml
8680434323856,,Artımed Sıcak Soğuk Jel Kompres 13cm x 27cm Özel Kılıflı,Artımed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Sıcak Soğuk Kompres,97,2,t,artimed-sicak-soguk-jel-kompres-13cm-x-27cm-ozel-kilifli
8684408000064,,Elipse Kulak Tıkacı Poliüretan Köpük,Elipse,Kişisel Bakım > Kulak & Burun Tıkacları,97,3,t,elipse-kulak-tikaci-poliuretan-kopuk
4005808813063,,Nivea Tıraş Sonrası Balsam Men Hassas Ciltler İçin 100 ml,Nivea,Kişisel Bakım > Erkek Bakım > Sakal & Traş Bakımı,97,1,t,nivea-tiras-sonrasi-balsam-men-hassas-ciltler-icin-100-ml
8697595874004,,Ocean Cogniven Likit 150 ml,Ocean,Besin Takviyeleri > Takviye Edici Gıdalar,97,1,t,ocean-cogniven-likit-150-ml
8690784314558,,Raid Elektromat Isıtıcı + 10 Mat Bedava,Raid,Ev & Yaşam > Sinek Kovucu,97,2,t,raid-elektro-makine-10-adet-mat-tablet
8690742310806,,Alvita Yatak Koruyucu Örtü 60x90 cm 10lu,Alvita,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Yatak Koruyucu Örtüler,96,1,t,alvita-yatak-koruyucu-ortu-60x90-cm-10lu
6956937003017,,Artımed Nebulizator Kompresorlu Kapaklı JNL-2305AS,Artımed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Nebulizatör,96,1,t,artimed-nebulizator-kompresorlu-kapakli-jnl-2305as
6953395545455,,Kuteks Tekstil Klasik Yara Bandı 30lu,Kuteks,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Yara Bandı,96,1,t,kuteks-tekstil-klasik-yara-bandi-30lu
5054563016621,,Sensodyne Onarım Ve Koruma Diş Macunu 75 ml,Sensodyne,Anne Bebek,96,1,t,sensodyne-onarim-ve-koruma-dis-macunu-75-ml
8699080226022,,DS Plus Kağıt Flaster 5 m x 5 cm,DS Plus,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,95,1,t,ds-plus-kagit-flaster-5-m-x-5-cm
8699009540215,,Exxe Fix 5 m x 5 cm,Exxe,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Pansuman Örtüleri,95,1,t,exxe-fix-5-m-x-5-cm
8680512660286,,Nutraxin Sitikolin 30 Kapsül,Nutraxin,Besin Takviyeleri > Takviye Edici Gıdalar > Koenzim Q10,95,3,t,nutraxin-plus-sitikolin-300-mg-30-kapsul
8680133000812,,Osende MFI Metilfolat İyot 30 Tablet,Osende,Besin Takviyeleri > Mineral > İyot,95,3,t,osende-mfi-metilfolat-ve-iyot-30-dil-alti-tablet
8683249001230,,Sanitabant Bariyer L 5li 9 cm x 10 cm,Sanitabant,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,95,1,t,sanitabant-bariyer-l-5li-9-cm-x-10-cm
8683249000806,,Sanitabant Çocuk Göz Pedi 24lü,Sanitabant,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Göz Pedi,95,1,t,sanitabant-cocuk-goz-pedi-24lu
8690546612724,,Fare Pastası Tıbtrap 100 Gr,Tibtrap,Ev & Yaşam > Haşere Spreyi,95,2,t,fare-pastasi-tibtrap-100-gr
6956937002966,,Artımed Nebulizatör Kompresörlü,Artımed,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Nebulizatör,94,1,t,artimed-nebulizator-kompresorlu
8697595873946,,Ocean Capillus Men 60 Tablet + Capillus Şampuan 200 ml Hediyeli,Ocean,Saç Bakım > şampuan > Kuru Saçlar İçin şampuan,94,3,t,ocean-capillus-men-60-tablet-capillus-sampuan-hediyeli
8699592802035,,Roll Med Tıbbi Nonwoven Kağıt Flaster 5cm x 5m,Roll,Sağlık Ve Medikal > Medikal & Sağlık Ürünleri > Flaster,94,3,t,roll-med-tibbi-nonwoven-kagit-flaster-5cm-x-5m
5054563016232,,Sensodyne Hızlı Rahatlama Beyazlatıcı Diş Macunu 75 ml,Sensodyne,Kişisel Bakım > Diş Beyazlatıcı,94,1,t,sensodyne-hizli-rahatlama-beyazlatici-dis-macunu-75-ml
8683229900980,,Venatura Kids Metilkobalamin Sprey 5 ml 60 Puff,VeNatura,Besin Takviyeleri > Çocuklar İçin Gıda Takviyesi > Çocuklar İçin Multivitamin,94,2,t,venatura-kids-vitamin-b12-metilkobalamin-sprey-takviye-edici-gida-5-ml
